timestamp,time_in_event,name,username,text
"July 7th 2020, 2:40:23 pm UTC",2192s,Shastri,shastri4939,PAUSE Please
"July 7th 2020, 2:40:45 pm UTC",2214s,Wenge,wenge,which file are you using?
"July 7th 2020, 2:40:55 pm UTC",2224s,Matt Davis,jiffyclub,"@Ben You can set seeds and states, docs are here: https://docs.scipy.org/doc/numpy-1.14.0/reference/routines.random.html"
"July 7th 2020, 2:41:03 pm UTC",2232s,Karen West,usere0996027,Is it possible to load different colormaps?
"July 7th 2020, 2:41:16 pm UTC",2245s,Ty,user540fdaf9,there are a bunch of different palettes
"July 7th 2020, 2:41:29 pm UTC",2258s,Karen West,usere0996027,How do you load them?
"July 7th 2020, 2:41:34 pm UTC",2263s,Matt Davis,jiffyclub,"@Karen Yes, there are many built in ones, other libraries with extra ones, and you can make your own!"
"July 7th 2020, 2:41:42 pm UTC",2271s,Rashika Gupta,rashika,"""---------------------------------------------------------------------------
NameError                                 Traceback (most recent call last)
<ipython-input-37-86749bebf399> in <module>
----> 1 plt.scatter(x, y1, s=areas, c=colors)

NameError: name 'colors' is not defined"""
"July 7th 2020, 2:41:46 pm UTC",2275s,SciPy Logistics,scipylogistics,"@Wenge no files. He's following along from teh slides: https://github.com/enthought/Numpy-Tutorial-SciPyConf-2020/blob/master/slides.pdf"
"July 7th 2020, 2:41:49 pm UTC",2278s,Rashika Gupta,rashika,colors seem to be not working
"July 7th 2020, 2:42:02 pm UTC",2291s,Rashika Gupta,rashika,in jupyter
"July 7th 2020, 2:42:13 pm UTC",2302s,Ty,user540fdaf9,did you initialize the colors variable before the scatterplot?
"July 7th 2020, 2:42:14 pm UTC",2303s,Ross,ross26598457,"@Rashika did you miss the line 'colors = rand(N)'"
"July 7th 2020, 2:42:20 pm UTC",2309s,SciPy Logistics,scipylogistics,Colors was defined as colors = rand(N)
"July 7th 2020, 2:42:36 pm UTC",2325s,Aaron,aaron8340,Shift + tab is also really useful here
"July 7th 2020, 2:42:43 pm UTC",2332s,Rashika Gupta,rashika,"yes,  did. thanks for pointing that out!"
"July 7th 2020, 2:42:45 pm UTC",2334s,Rich,rich6652,in jup - the 2 lines have to be together in the same cell
"July 7th 2020, 2:42:47 pm UTC",2336s,Karen West,usere0996027,Question relates to work I am working on plotting for work and want to know how to load a specific colormap
"July 7th 2020, 2:42:57 pm UTC",2346s,Rashika Gupta,rashika,can we please ask him to go a little bit slow.
"July 7th 2020, 2:43:12 pm UTC",2361s,Rashika Gupta,rashika,it is becoming difficult to catch up with hi m
"July 7th 2020, 2:43:14 pm UTC",2363s,Matt Davis,jiffyclub,"@Karen, ping me in Slack and I can help you with this."
"July 7th 2020, 2:43:16 pm UTC",2365s,Emerson Nicole,emersonnicole,I second the request to slow down a little
"July 7th 2020, 2:43:22 pm UTC",2371s,Rich,rich6652,"plt.scatter(x, y1, s=areas, c=colors)
plt.colorbar()"
"July 7th 2020, 2:44:36 pm UTC",2445s,Shastri,shastri4939,is the colors array combination of RGB?
"July 7th 2020, 2:45:01 pm UTC",2470s,Rich,rich6652,@SciPi - bouncing between windows is hard for us to keep up - I dont think Eric realizes. Maybe if he did 3-4 functions and then took a min to explain we could all stay in sync
"July 7th 2020, 2:45:53 pm UTC",2522s,Perry Shafran,user9b496260,Agree with Rich - we need some breaks between each concept for everyone to catch up
"July 7th 2020, 2:45:54 pm UTC",2523s,Jennifer,jennifer8491,"Actually, I think this whole focus on MatPlotLib is a distraction.  I suggest using a Jupyter Notebook next time with the MatPlotLib parts already coded, and assume users will just run them.  It takes time away from actually teaching numpy.  I was more interested in fancy indexing and numpy structures that mimic dictionary."
"July 7th 2020, 2:46:30 pm UTC",2559s,SciPy Logistics,scipylogistics,"@Jennifer, Thank you for the feedback."
"July 7th 2020, 2:47:31 pm UTC",2620s,Naomi,naomi4192,can you rewrite the title code?
"July 7th 2020, 2:47:41 pm UTC",2630s,William,william5320,pace is good
"July 7th 2020, 2:47:49 pm UTC",2638s,Nupur,nupur6495,"plt.title(""Random Scatter"")"
"July 7th 2020, 2:47:51 pm UTC",2640s,Dershan,dershan,I am totally lost. Can we post the code so I can catch up during break?
"July 7th 2020, 2:47:59 pm UTC",2648s,Ben,ben4428,"I'm not minding the pace."
"July 7th 2020, 2:48:05 pm UTC",2654s,Tijana,tijana5736,agree with @Jennifer especially since many things are the old way of doing things in Jupyter with matplotlib
"July 7th 2020, 2:48:07 pm UTC",2656s,Raluca,raluca2196,this is a nice intro to Matplotlib!
"July 7th 2020, 2:48:11 pm UTC",2660s,Lydia,lydia8615,"Alternative opinion - I actually prefer this way as opposed to Jupyter Notebook because for me it's easier to learn if we don't using prepackaged code"
"July 7th 2020, 2:48:12 pm UTC",2661s,Naomi,naomi4192,"@nupur thanks, there was a text bit too...?"
"July 7th 2020, 2:48:17 pm UTC",2666s,Karen West,usere0996027,Are you going to go over stacked plots?
"July 7th 2020, 2:48:33 pm UTC",2682s,SciPy Logistics,scipylogistics,https://github.com/enthought/Numpy-Tutorial-SciPyConf-2020/blob/master/slides.pdf
"July 7th 2020, 2:48:43 pm UTC",2692s,Alexandre,alexandre5152,is array a list?
"July 7th 2020, 2:48:56 pm UTC",2705s,Matha Goram,baqwas,@Lydia :+1:
"July 7th 2020, 2:49:02 pm UTC",2711s,Christopher,christopher9416,yes Alexandre
"July 7th 2020, 2:49:04 pm UTC",2713s,Raluca,raluca2196,"Agree with Lydia, I like the practice of typing the code myself"
"July 7th 2020, 2:49:22 pm UTC",2731s,Alexandre,alexandre5152,Thank you @Christopher
"July 7th 2020, 2:49:23 pm UTC",2732s,Jennifer,jennifer8491,No it is numpy ndarray object.  np.array(x)
"July 7th 2020, 2:49:34 pm UTC",2743s,Christopher,christopher9416,"You're welcome @Alexandre"
"July 7th 2020, 2:49:43 pm UTC",2752s,Anton,anton1404,The pace and format is fine for me even though I am using a Jupyter notebook
"July 7th 2020, 2:49:57 pm UTC",2766s,Christopher,christopher9416,Whoops...
"July 7th 2020, 2:50:13 pm UTC",2782s,Raluca,raluca2196,@Anton:+1:
"July 7th 2020, 2:51:05 pm UTC",2834s,Matha Goram,baqwas,Pace is good for my learning at my skill level!
"July 7th 2020, 2:51:53 pm UTC",2882s,Emanuele,emanuele6247,"What is ""rand""?"
"July 7th 2020, 2:52:11 pm UTC",2900s,Nupur,nupur6495,why do you get an array of floats?
"July 7th 2020, 2:52:17 pm UTC",2906s,Ross,ross26598457,"random number generating function, value 0-1"
"July 7th 2020, 2:52:18 pm UTC",2907s,Naomi,naomi4192,rand is numpy random number generator
"July 7th 2020, 2:52:21 pm UTC",2910s,SciPy Logistics,scipylogistics,from numpy.random import rand
"July 7th 2020, 2:52:28 pm UTC",2917s,SciPy Logistics,scipylogistics,rand? for the documentation.
"July 7th 2020, 2:52:35 pm UTC",2924s,Sheldon,sheldon6364,Does scaling just means instead of 100 random numbers there will be for an example 200 random number when multiplied by 2 or is it each of those 100 random numbers are multiplied by 2?
"July 7th 2020, 2:52:55 pm UTC",2944s,Ryan,ryan2457,each of the 100 are multiplied by 2
"July 7th 2020, 2:53:06 pm UTC",2955s,Anton,anton1404,how do you set formatting to show fewer decimals in the matrix?
"July 7th 2020, 2:53:49 pm UTC",2998s,Nupur,nupur6495,why are values between 0-1 when rand func is like 100 random numbers?
"July 7th 2020, 2:54:05 pm UTC",3014s,Ryan,ryan2457,it generates 100 numbers that range between 0 and 1
"July 7th 2020, 2:54:29 pm UTC",3038s,Ryan,ryan2457,rand(100) * 2 generates 100 random numbers between 0 and 2
"July 7th 2020, 2:55:06 pm UTC",3075s,Shastri,shastri4939,"How can we find more infor the cmap options available?
is it cmap?"
"July 7th 2020, 2:55:12 pm UTC",3081s,Matha Goram,baqwas,pls show e4 again
"July 7th 2020, 2:55:15 pm UTC",3084s,Karen West,usere0996027,How do you know the cmap types?
"July 7th 2020, 2:55:22 pm UTC",3091s,Naomi,naomi4192,"e1 = rand(100)
e2 = rand(100)*2
e3 = rand(100)*10
e4 = rand(100)*100"
"July 7th 2020, 2:55:38 pm UTC",3107s,Sandee,sandee3116,Statistics say it can only be between 0 and 1 - R = r**2
"July 7th 2020, 2:55:40 pm UTC",3109s,Matha Goram,baqwas,"Thx, @Naomi"
"July 7th 2020, 2:55:42 pm UTC",3111s,Isnar,isnar,1 being 100% correlation and 0 is 0%
"July 7th 2020, 2:55:45 pm UTC",3114s,Srinivas,user48664e67,co relation coefficients R2 is between 0 to 1
"July 7th 2020, 2:55:46 pm UTC",3115s,Rashika Gupta,rashika,is that now how correlation defined ?
"July 7th 2020, 2:55:47 pm UTC",3116s,Rich,rich6652,probability is between 0-1
"July 7th 2020, 2:55:49 pm UTC",3118s,Dan,dan3710,"That's how correlation is defined"
"July 7th 2020, 2:56:05 pm UTC",3133s,Sandee,sandee3116,"r is always between -1 and 1, so r squared is always between 0 and 1"
"July 7th 2020, 2:56:07 pm UTC",3136s,Luke,luke3321,"It's between -1 and 1."
"July 7th 2020, 2:56:10 pm UTC",3139s,Ryan,ryan2457,cmap info: https://matplotlib.org/3.1.0/tutorials/colors/colormaps.html
"July 7th 2020, 2:56:14 pm UTC",3143s,Dan,dan3710,It is normalized by the standard deviation of the values
"July 7th 2020, 2:56:17 pm UTC",3146s,Sandee,sandee3116,Good answer Rich
"July 7th 2020, 2:56:31 pm UTC",3160s,Luke,luke3321,"The corrmatrix, I mean."
"July 7th 2020, 2:56:49 pm UTC",3178s,Shastri,shastri4939,Thanks @Ryan. Is it possible to get info from a terminal?
"July 7th 2020, 2:57:17 pm UTC",3206s,Eric Olsen,user4cb7cd1a,https://matplotlib.org/3.1.1/gallery/color/colormap_reference.html
"July 7th 2020, 2:57:18 pm UTC",3207s,Ty,user540fdaf9,documentation and stackoverflow will be your best friends
"July 7th 2020, 2:57:42 pm UTC",3231s,Ryan,ryan2457,"No idea if obtainable from the terminal.  I've taught myself through googling"
"July 7th 2020, 2:57:51 pm UTC",3240s,Shastri,shastri4939,"@Ty, I will met them today"
"July 7th 2020, 2:58:39 pm UTC",3288s,Shastri,shastri4939,"That's what I was looking for"
"July 7th 2020, 2:59:30 pm UTC",3339s,Adam,adam8310,Linux sorting is case insensitive
"July 7th 2020, 2:59:49 pm UTC",3358s,Emerson Nicole,emersonnicole,How to save the plots in jupyter?
"July 7th 2020, 3:00:01 pm UTC",3370s,Nupur,nupur6495,right click and save
"July 7th 2020, 3:00:04 pm UTC",3373s,Nupur,nupur6495,on mac
"July 7th 2020, 3:00:29 pm UTC",3398s,Emerson Nicole,emersonnicole,:+1:
"July 7th 2020, 3:00:38 pm UTC",3407s,Nupur,nupur6495,ctrl+click---> save
"July 7th 2020, 3:00:47 pm UTC",3416s,Dan,dan3710,what is the pot.cm. command doing? Is that  another way of setting the colormap? Or something else
"July 7th 2020, 3:00:55 pm UTC",3424s,Mohammed,mohammed4780,can I invert the scale?
"July 7th 2020, 3:00:55 pm UTC",3424s,Shastri,shastri4939,Works in Jupyter
"July 7th 2020, 3:00:57 pm UTC",3426s,Pavankumar,pavankumar2746,yes it works in jupyter. i checked
"July 7th 2020, 3:01:39 pm UTC",3468s,Matt Davis,jiffyclub,plt.cm is the matplotlib module that has all of their builtin colormaps.
"July 7th 2020, 3:02:31 pm UTC",3520s,Dan,dan3710,cool!
"July 7th 2020, 3:02:37 pm UTC",3526s,Shastri,shastri4939,AWESOME!!!
"July 7th 2020, 3:03:38 pm UTC",3587s,Nupur,nupur6495,what is imshow?
"July 7th 2020, 3:03:44 pm UTC",3593s,Paul,paul7160,"would be great if you can explain rcParam a bit, whenever it fits in tutorial."
"July 7th 2020, 3:03:49 pm UTC",3598s,Rich,rich6652,"plt. in Jup doesnt seem to tab to scatter, line or other"
"July 7th 2020, 3:04:10 pm UTC",3619s,Shastri,shastri4939,"in ipython, we can type whos to list the variables in the workspace.
is there a way to list the variables without ipyhon?"
"July 7th 2020, 3:04:14 pm UTC",3623s,Karen West,usere0996027,thanks Matt :slightly_smiling_face:
"July 7th 2020, 3:05:00 pm UTC",3669s,Rich,rich6652,"I'm wrong - it just takes a min to load the option"
"July 7th 2020, 3:05:31 pm UTC",3700s,SciPy Logistics,scipylogistics,"@Shastri: %whos will work in Jupyter. In ""plain Python"", there's no simple way. You can list all the names using the dir() function, but it won't show you all teh values."
"July 7th 2020, 3:06:08 pm UTC",3737s,SciPy Logistics,scipylogistics,"@Paul, re: rcParams is outside the scope of this tutorial."
"July 7th 2020, 3:06:38 pm UTC",3767s,Nupur,nupur6495,could you please repeat subplot
"July 7th 2020, 3:06:43 pm UTC",3772s,SciPy Logistics,scipylogistics,"@Paul, but the documentation is good: https://matplotlib.org/3.2.2/tutorials/introductory/customizing.html"
"July 7th 2020, 3:06:53 pm UTC",3782s,Naomi,naomi4192,"C:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py:4: MatplotlibDeprecationWarning: Adding an axes using the same arguments as a previous axes currently reuses the earlier instance.  In a future version, a new instance will always be created and returned.  Meanwhile, this warning can be suppressed, and the future behavior ensured, by passing a unique label to each axes instance.
  after removing the cwd from sys.path."
"July 7th 2020, 3:06:55 pm UTC",3784s,Naomi,naomi4192,neat
"July 7th 2020, 3:06:59 pm UTC",3788s,Shastri,shastri4939,How can we manually set the figure size using subplots?
"July 7th 2020, 3:08:40 pm UTC",3889s,Matt Davis,jiffyclub,"You can pass a figsize=(16, 10) keyword to subplots."
"July 7th 2020, 3:09:07 pm UTC",3916s,Ray,ray9663,"What syntax would you use to put the ""Plot 1"" and ""Plot 2"" labels on the 2 sub-plots?"
"July 7th 2020, 3:09:28 pm UTC",3937s,Mohammed,mohammed4780,I think if we make a figure before making the subplots
"July 7th 2020, 3:09:40 pm UTC",3949s,Matt Davis,jiffyclub,Ok maybe not. :grimacing: Let me look that up.
"July 7th 2020, 3:10:25 pm UTC",3994s,Emerson Nicole,emersonnicole,How can I add space between the subplots?
"July 7th 2020, 3:10:41 pm UTC",4010s,Tijana,tijana5736,you can pass figsize to plt.subplots but not to plt.subplot
"July 7th 2020, 3:10:42 pm UTC",4011s,Matthew,matthew3535,4 part plots?
"July 7th 2020, 3:10:45 pm UTC",4014s,Matt Davis,jiffyclub,"Oh, I am thinking of plt.subplots, not plt.subplot :sweat_smile:"
"July 7th 2020, 3:10:50 pm UTC",4019s,Sheldon,sheldon6364,Do all these go in the same cell in jupyter? Like to get the data side by side
"July 7th 2020, 3:10:51 pm UTC",4020s,Damon,damon7324,Can the subplots be created in Jupyter?
"July 7th 2020, 3:10:59 pm UTC",4028s,SciPy Logistics,scipylogistics,"@Matthew: plt.subplot(2, 2, 1)"
"July 7th 2020, 3:11:11 pm UTC",4040s,SciPy Logistics,scipylogistics,"@Sheldon: Yes, all in the same cell."
"July 7th 2020, 3:11:11 pm UTC",4040s,Rashika Gupta,rashika,@damon yes
"July 7th 2020, 3:11:15 pm UTC",4044s,Ross,ross26598457,@Sheldon yes
"July 7th 2020, 3:11:57 pm UTC",4086s,Sheldon,sheldon6364,@Ross Thank You got it
"July 7th 2020, 3:12:11 pm UTC",4100s,SciPy Logistics,scipylogistics,@Emerson: Check the plt. subplots_adjust function. https://matplotlib.org/api/_as_gen/matplotlib.figure.Figure.html?highlight=subplots_adjust#matplotlib.figure.Figure.subplots_adjust
"July 7th 2020, 3:12:19 pm UTC",4107s,Dan,dan3710,I got error size not defined
"July 7th 2020, 3:12:24 pm UTC",4113s,Dan,dan3710,How was that corrected?
"July 7th 2020, 3:12:29 pm UTC",4118s,Alyson,alyson8156,"size=(10,1000)"
"July 7th 2020, 3:12:34 pm UTC",4123s,Alyson,alyson8156,make sure the = is tere
"July 7th 2020, 3:12:38 pm UTC",4127s,Dan,dan3710,thx
"July 7th 2020, 3:12:40 pm UTC",4129s,Alyson,alyson8156,there*
"July 7th 2020, 3:12:45 pm UTC",4133s,Alyson,alyson8156,no problem :slightly_smiling_face:
"July 7th 2020, 3:13:05 pm UTC",4154s,Emerson Nicole,emersonnicole,Thanks @SciPy
"July 7th 2020, 3:13:11 pm UTC",4160s,Douglas,douglas4218,"did this tutorial start before 9 CDT? I logged in just before 9 but it seems like it's been going for a while... thanks"
"July 7th 2020, 3:13:39 pm UTC",4188s,SciPy Logistics,scipylogistics,It started at 9 CDT.
"July 7th 2020, 3:13:55 pm UTC",4204s,Laide,laide1719,Can you normalize the y-axis for the histogram (from 0 to 1)?
"July 7th 2020, 3:13:55 pm UTC",4204s,Nupur,nupur6495,error:size not defined?
"July 7th 2020, 3:14:09 pm UTC",4218s,Xiaoyan,xiaoyan,"'size' is not defined? how to fix it?"
"July 7th 2020, 3:14:27 pm UTC",4236s,Cameron,cameron4626,"data = randint(10000, size=(10, 1000))"
"July 7th 2020, 3:14:27 pm UTC",4236s,Nupur,nupur6495,fixed it..thanks:)
"July 7th 2020, 3:14:44 pm UTC",4253s,Dipal,dipal8859,i dont see the plots as output..how can I fix it?
"July 7th 2020, 3:15:00 pm UTC",4269s,Sheldon,sheldon6364,what was linspace
"July 7th 2020, 3:15:06 pm UTC",4275s,Rashika Gupta,rashika,"what's the function on cumulative"
"July 7th 2020, 3:15:09 pm UTC",4278s,Lydia,lydia8615,"@Douglas - it's currently 10:15 CDT, I think"
"July 7th 2020, 3:15:09 pm UTC",4278s,Rashika Gupta,rashika,*of
"July 7th 2020, 3:15:19 pm UTC",4288s,Ty,user540fdaf9,"apologies if this was stated earlier, but in jupyter, you can add a ';' at the end of a plt.plot or plt.hist etc. to hide the array data"
"July 7th 2020, 3:15:35 pm UTC",4304s,Brent,brent7230,@dipal are you in jupyter?
"July 7th 2020, 3:15:41 pm UTC",4310s,Dipal,dipal8859,yes
"July 7th 2020, 3:15:42 pm UTC",4311s,Murchhana,murchhana,"Can you repeat what is ""cumulative=True"">"
"July 7th 2020, 3:15:43 pm UTC",4312s,Raluca,raluca2196,thanks Ty
"July 7th 2020, 3:15:50 pm UTC",4319s,Sheldon,sheldon6364,could he go back up for a second
"July 7th 2020, 3:15:53 pm UTC",4322s,Brent,brent7230,%matplotlib inline
"July 7th 2020, 3:15:54 pm UTC",4323s,Nupur,nupur6495,can I see hist command again?
"July 7th 2020, 3:15:56 pm UTC",4325s,Karen West,usere0996027,Can you set a cmap on that kind of plot?
"July 7th 2020, 3:15:57 pm UTC",4326s,Alejandro,alejandro1433,can we seee the creann above
"July 7th 2020, 3:15:58 pm UTC",4327s,Shastri,shastri4939,axis=0 is along rows?
"July 7th 2020, 3:16:00 pm UTC",4329s,Rob,rob8349,The side by side histograms were placed in the same area as the cumulative histogram for me
"July 7th 2020, 3:16:30 pm UTC",4359s,Rashika Gupta,rashika,"can you please dsplay the codes you executed after -""plt.hist(x, cumulative=True)"""
"July 7th 2020, 3:16:31 pm UTC",4360s,Brent,brent7230,@dipal run %matplotlib inline in a cell
"July 7th 2020, 3:16:32 pm UTC",4361s,Alejandro,alejandro1433,can we see the screen above
"July 7th 2020, 3:16:44 pm UTC",4373s,Murchhana,murchhana,"what does ""cumulative=True"" do?"
"July 7th 2020, 3:17:00 pm UTC",4389s,Matt Davis,jiffyclub,"True and False are Python's builtin boolean values. Python is case sensitive, so the case matters."
"July 7th 2020, 3:17:01 pm UTC",4390s,Dipal,dipal8859,Works! thank you @Brent
"July 7th 2020, 3:17:07 pm UTC",4396s,William,william5320,"try: true = False, then type true :slightly_smiling_face:"
"July 7th 2020, 3:17:18 pm UTC",4407s,Brent,brent7230,"You're welcome!"
"July 7th 2020, 3:17:25 pm UTC",4414s,Shastri,shastri4939,"Also, the two histogram subplots overlapped along y-axis. any way to create a gap between the two?"
"July 7th 2020, 3:17:48 pm UTC",4437s,Ryan,ryan2457,"@Murchhana, from the documentation: ""If True, then a histogram is computed where each bin gives the counts in that bin plus all bins for smaller values. The last bin gives the total number of datapoints"""
"July 7th 2020, 3:19:22 pm UTC",4531s,Matt Davis,jiffyclub,"@Shastri I think the subplots_adjust function will move things around so they don't overlap (you want to call it after putting all your stuff on the figure). https://matplotlib.org/api/_as_gen/matplotlib.pyplot.subplots_adjust.html"
"July 7th 2020, 3:20:16 pm UTC",4585s,Murchhana,murchhana,Thanks @Ryan
"July 7th 2020, 3:20:20 pm UTC",4589s,Emerson Nicole,emersonnicole,"@Shastri I found this worked in jupyter in one cell to create space plt.subplot(2,1,1)
plt.hist(x,color='r')
plt.subplot(2,1,2)
plt.hist(x,cumulative=True)
plt.subplots_adjust(hspace=0.7)"
"July 7th 2020, 3:20:29 pm UTC",4598s,Shastri,shastri4939,Can we add an annotation to the legend: like a mean values=something?
"July 7th 2020, 3:20:48 pm UTC",4617s,Karen West,usere0996027,"I'm getting a tuple object not callable when running that legend"
"July 7th 2020, 3:22:18 pm UTC",4707s,Karen West,usere0996027,How do change orientation of y axis label?
"July 7th 2020, 3:22:20 pm UTC",4709s,SciPy Logistics,scipylogistics,"@Karen: It means you probably assigned a value to legend like: ""legend = (1, 5)"""
"July 7th 2020, 3:22:54 pm UTC",4743s,Shastri,shastri4939,Thanks @Emerson
"July 7th 2020, 3:23:24 pm UTC",4773s,Karen West,usere0996027,Thanks
"July 7th 2020, 3:23:36 pm UTC",4785s,Shastri,shastri4939,"how to add annotation to the plot, inside legend?"
"July 7th 2020, 3:24:06 pm UTC",4815s,Naomi,naomi4192,plt.legend?
"July 7th 2020, 3:24:15 pm UTC",4824s,Naomi,naomi4192,gives background and options
"July 7th 2020, 3:24:16 pm UTC",4825s,SciPy Logistics,scipylogistics,"@Shastri, use the plt.annotate function. https://matplotlib.org/api/_as_gen/matplotlib.pyplot.annotate.html"
"July 7th 2020, 3:24:47 pm UTC",4856s,Karen West,usere0996027,"I guess I'm wondering how to get rid of the results of the error?"
"July 7th 2020, 3:24:58 pm UTC",4867s,Wenge,wenge,"Could  you script what Eric typed  on screen? the slide does not includes all the commends he types on screen, e.g. the  multiple histogram."
"July 7th 2020, 3:25:24 pm UTC",4893s,SciPy Logistics,scipylogistics,"@Karen, first, try  ""del legend"""
"July 7th 2020, 3:25:29 pm UTC",4898s,Karen West,usere0996027,thx
"July 7th 2020, 3:26:39 pm UTC",4968s,Eric,eric6841,"Where is the ""assignment exercise""?"
"July 7th 2020, 3:26:47 pm UTC",4976s,Naomi,naomi4192,http://localhost:8888/notebooks/exercises/plotting/plotting.ipynb
"July 7th 2020, 3:26:52 pm UTC",4981s,Karen West,usere0996027,"Hmm ""legend is not defined?"
"July 7th 2020, 3:26:58 pm UTC",4987s,Alejandro,alejandro1433,notebooks/exercises/plotting/plotting.ipynb
"July 7th 2020, 3:27:04 pm UTC",4993s,Eric,eric6841,thank you
"July 7th 2020, 3:27:47 pm UTC",5036s,Anton,anton1404,did not we already sin(x)?
"July 7th 2020, 3:27:57 pm UTC",5046s,Sheldon,sheldon6364,if we have any questions will you be online?
"July 7th 2020, 3:28:28 pm UTC",5077s,Alejandro,alejandro1433,it helps
"July 7th 2020, 3:28:29 pm UTC",5078s,Alejandro,alejandro1433,yes
"July 7th 2020, 3:29:02 pm UTC",5111s,Sheldon,sheldon6364,"Alright, thank you take your well needed break"
"July 7th 2020, 3:29:12 pm UTC",5121s,Wenge,wenge,Could he use %history to save his script into a file and share it on gtihub?
"July 7th 2020, 3:30:46 pm UTC",5215s,Anton,anton1404,"Never mind, I did not realize this all has to be on the same"
"July 7th 2020, 3:39:17 pm UTC",5726s,SciPy Logistics,scipylogistics,"I'm back, if anyone needs help."
"July 7th 2020, 3:41:44 pm UTC",5873s,Eric Olsen,user4cb7cd1a,I just added my %history to a history folder on GitHub.
"July 7th 2020, 3:45:27 pm UTC",6096s,Ty,user540fdaf9,what time are we reconvening again?
"July 7th 2020, 3:45:46 pm UTC",6115s,Ty,user540fdaf9,right on cue! lol
"July 7th 2020, 3:46:12 pm UTC",6141s,Chris,chris2852,i had to click on the screen to get the image to come back
"July 7th 2020, 3:47:49 pm UTC",6238s,Chris,chris2852,ipython seems a little like R? Interactive command line that can spawn graphics
"July 7th 2020, 3:49:22 pm UTC",6331s,Matthew,matthew3535,thanks
"July 7th 2020, 3:49:26 pm UTC",6335s,Aifang Zhou,user19c0487f,"when i type python/ipython from terminal, what's the difference?"
"July 7th 2020, 3:50:00 pm UTC",6369s,Shastri,shastri4939,They are sisters-in-law
"July 7th 2020, 3:50:36 pm UTC",6405s,Shastri,shastri4939,python and R
"July 7th 2020, 3:50:55 pm UTC",6424s,Shastri,shastri4939,"What's edm?"
"July 7th 2020, 3:51:05 pm UTC",6434s,Andrew,andrew8424,but which is better R or python
"July 7th 2020, 3:52:06 pm UTC",6495s,Shastri,shastri4939,what does edm shell -c cm do?
"July 7th 2020, 3:52:52 pm UTC",6541s,Richard,richard6439,"can you provide a copy of Erick's history?"
"July 7th 2020, 3:53:06 pm UTC",6555s,Nupur,nupur6495,could you please tell the command to see history on Mac terminal?
"July 7th 2020, 3:53:10 pm UTC",6559s,Ray,ray9663,You can actually redirect your history command to an output file if you want to save it for some reason...
"July 7th 2020, 3:53:30 pm UTC",6579s,Aifang Zhou,user19c0487f,THX!
"July 7th 2020, 3:53:57 pm UTC",6606s,Shastri,shastri4939,ipython --pylab inherently loads the numpy functions
"July 7th 2020, 3:54:10 pm UTC",6619s,Richard,richard6439,git hub locatiom?
"July 7th 2020, 3:54:21 pm UTC",6630s,Sheldon,sheldon6364,Thank You Eric
"July 7th 2020, 3:54:23 pm UTC",6632s,SciPy Logistics,scipylogistics,https://github.com/enthought/Numpy-Tutorial-SciPyConf-2020
"July 7th 2020, 3:54:57 pm UTC",6666s,Luke,luke3321,"If you're interested in R, Kieran Healy's book Date Visualization: A Practical Introduction is great. R is more stats-oriented than Python, although they've converged somewhat.

https://socviz.co/"
"July 7th 2020, 3:54:58 pm UTC",6667s,Nupur,nupur6495,Could you provide link to slack channel?
"July 7th 2020, 3:55:15 pm UTC",6684s,Charles,charles2328,"I have a meeting at 1:30, but I just wanted to thank-you so much to Alex, Eric and the rest of the team for this tutorial. Great job!"
"July 7th 2020, 3:55:20 pm UTC",6689s,Wenge,wenge,"alex, could you also share what you want to ype on github?"
"July 7th 2020, 3:55:35 pm UTC",6704s,Sheldon,sheldon6364,Can you post the link to the numpy slack channel
"July 7th 2020, 3:56:06 pm UTC",6735s,Matt Davis,jiffyclub,"If you're already in the Slack this is the link to the channel: https://scipy2020.slack.com/archives/C0159RVE10V"
"July 7th 2020, 3:56:51 pm UTC",6780s,Tijana,tijana5736,shift+enter
"July 7th 2020, 3:57:44 pm UTC",6833s,Perry Shafran,user9b496260,The dc_metro.JPG must only be available to the Jupyter notebook I think.
"July 7th 2020, 3:58:09 pm UTC",6858s,Tijana,tijana5736,"When running the solution I get an error ValueError: Only know how to handle PNG; with Pillow installed, Matplotlib can handle more images"
"July 7th 2020, 3:58:13 pm UTC",6862s,Shastri,shastri4939,No @Perry
"July 7th 2020, 3:58:24 pm UTC",6873s,Nupur,nupur6495,could someone post link to this jupyter nb again?
"July 7th 2020, 3:58:44 pm UTC",6893s,Alejandro,alejandro1433,http://localhost:8888/notebooks/exercises/plotting/plotting.ipynb
"July 7th 2020, 3:58:51 pm UTC",6900s,Jack Collins,user82fe6f2c,need Pillow to use JPG
"July 7th 2020, 3:59:14 pm UTC",6923s,Shastri,shastri4939,@Perry Change the directory to exececises/plotting/dc_metro.jpg
"July 7th 2020, 3:59:14 pm UTC",6923s,Matt Davis,jiffyclub,Eric is currently looking at https://github.com/enthought/Numpy-Tutorial-SciPyConf-2020/blob/master/exercises/plotting/plotting_solution.ipynb
"July 7th 2020, 3:59:38 pm UTC",6947s,SciPy Logistics,scipylogistics,"@Tijana: it means `pillow` is not installed. The easiest thing to do right now is to change the file format, to jpg, so `plt.savefig('my_plots.jpg')`"
"July 7th 2020, 3:59:40 pm UTC",6949s,Perry Shafran,user9b496260,"Oh...i couldn't get that part"
